RICS,Term,Prices/Upfronts,Name,Currency,Rank,Doc Clause,Cal final,recovery rate,TRBC Economic Sector Name,Region
CNR1YUSAX=R,1Y,4.01,CANAD NATIO RAIL,USD,SNRFOR,Ex-Restruct14,A,(40-49),Industrials,Canada
CPCP1YUSAX=R,1Y,14.77,CANADIAN PFC RLY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,Canada
BKTU1YUSAC=R,1Y,188.49,BCT,USD,SNRFOR,Cum-Restruct14,NR,(0-29),Financials,Middle East & North Africa
CGDA1YEUAM=R,1Y,62.89,CAIXA GERAL DEP,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Financials,Europe & Central Asia
CGDA1YEUSM=R,1Y,260.28,CAIXA GERAL DEP,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Financials,Europe & Central Asia
ADCB1YUSAC=R,1Y,32.54,ADCB,USD,SNRFOR,Cum-Restruct14,A,(0-29),Financials,Middle East & North Africa
ADCB1YUSSC=R,1Y,112.9,ADCB,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Middle East & North Africa
AIB1YEUAL=R,1Y,31.32,AIB,EUR,SNRFOR,M-Mod Restruct14,BBB,(50-89),Financials,Europe & Central Asia
AIB1YEUAM=R,1Y,30.63,AIB,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
AKBN1YUSAC=R,1Y,678.83,AKBANK,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Financials,Europe & Central Asia
BCNL1YEUAM=R,1Y,38.23,BANCA NAZ LAVORO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BCNL1YEUSM=R,1Y,102.52,BANCA NAZ LAVORO,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
BAMJ1YEUAM=R,1Y,172.1,BANCO BPM,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Financials,Europe & Central Asia
BAMJ1YEUSM=R,1Y,303.05,BANCO BPM,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Financials,Europe & Central Asia
BCP1YEUAM=R,1Y,51.65,BANCO COM PORT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Financials,Europe & Central Asia
BCP1YEUSM=R,1Y,220.07,BANCO COM PORT,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Financials,Europe & Central Asia
POP1YEUAM=R,1Y,20.58,BANCO POPULAR ES,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
SAB1YEUAM=R,1Y,40.04,BANCO SABADELL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
SAB1YEUSM=R,1Y,95,BANCO SABADELL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
SAN1YEUAM=R,1Y,9.06,BANCO SANTANDE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
SAN1YEUSM=R,1Y,30.05,BANCO SANTANDE,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
CCBN1YUSAC=R,1Y,644.1,BANK CENTERCRED,USD,SNRFOR,Cum-Restruct14,B,(40-49),Financials,Europe & Central Asia
BKIR1YEUAM=R,1Y,24.52,BANK OF IRELAND,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
VNES1YUSAC=R,1Y,149.92,BANK VTB,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Financials,Europe & Central Asia
CAKQ1YEUAM=R,1Y,18.48,BANKIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
CAKQ1YEUSM=R,1Y,56.84,BANKIA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
BKT1YEUAM=R,1Y,10.06,BANKINTER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BKT1YEUSM=R,1Y,50.05,BANKINTER,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
BARC1YEUAM=R,1Y,23.05,BARCLAYS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BCSB1YEUAM=R,1Y,24.56,BARCLAYS BNK PLC,EUR,SNRFOR,M-Mod Restruct14,A,(50-89),Financials,Europe & Central Asia
BCSB1YEUSM=R,1Y,30.05,BARCLAYS BNK PLC,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
OEGA1YEUAM=R,1Y,137.13,BAWAG PSK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
BLB1YEUAM=R,1Y,13.7,BAYERNLB,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
BLB1YEUSM=R,1Y,46.2,BAYERNLB,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BBVA1YEUAM=R,1Y,16.06,BBVA,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
BBVA1YEUSM=R,1Y,73.11,BBVA,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BSCT1YEUAM=R,1Y,16.05,BK OF SCOTLAND,EUR,SNRFOR,M-Mod Restruct14,A,(50-89),Financials,Europe & Central Asia
BSCT1YEUSM=R,1Y,33.23,BK OF SCOTLAND,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BNPP1YEUAM=R,1Y,15.9,BNP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
BNPP1YEUSM=R,1Y,28.28,BNP,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
FORB1YEUAM=R,1Y,15.9,BNPP FORTIS,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
FORB1YEUSM=R,1Y,28.28,BNPP FORTIS,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
CRIN1YEUAM=R,1Y,5.95,CA CIB,EUR,SNRFOR,M-Mod Restruct14,A,(50-89),Financials,Europe & Central Asia
CRIN1YEUSM=R,1Y,13.05,CA CIB,EUR,SUBLT2,M-Mod Restruct14,A,(30-39),Financials,Europe & Central Asia
CDAD1YEUAM=R,1Y,40.04,CAJA MEDITERRANE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
CDAD1YEUSM=R,1Y,95,CAJA MEDITERRANE,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Financials,Europe & Central Asia
CBKG1YEUAM=R,1Y,17.56,COMMERZBANK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
CBKG1YEUSM=R,1Y,35.05,COMMERZBANK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
CAGR1YEUAM=R,1Y,16.34,CREDIT AGRICOLE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
CAGR1YEUSM=R,1Y,42.49,CREDIT AGRICOLE,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
CSGN1YEUAM=R,1Y,15.06,CREDIT SUISSE GP,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Financials,Europe & Central Asia
CSGN1YEUSM=R,1Y,26.47,CREDIT SUISSE GP,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
DDBA1YEUAM=R,1Y,31.25,DANSKE BK,EUR,SNRFOR,M-Mod Restruct14,A,(50-89),Financials,Europe & Central Asia
DAPO1YEUAM=R,1Y,58.09,DEUTSCHE APO,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
DEXC1YEUAM=R,1Y,37.79,DEXIA CR LOCAL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
DEXC1YEUSM=R,1Y,197.02,DEXIA CR LOCAL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Consumer Cyclicals,United States of America
DNBA1YEUAM=R,1Y,29.33,DNB BNK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
DB1YEUAM=R,1Y,50.04,DEUTSCHE BANK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
DB1YEUSM=R,1Y,65.05,DEUTSCHE BANK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
DVBG1YEUAM=R,1Y,130.3,DVB BANK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
DZ1YEUAM=R,1Y,42.85,DZ BANK,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
ERST1YEUAM=R,1Y,17.56,ERSTE GROUP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
ERST1YEUSM=R,1Y,53.38,ERSTE GROUP,EUR,SUBLT2,M-Mod Restruct14,A,(30-39),Financials,Europe & Central Asia
HKSB1YUSAC=R,1Y,303.44,HALYK BANK,USD,SNRFOR,Cum-Restruct14,BB,(40-49),Financials,Europe & Central Asia
HELA1YEUAM=R,1Y,16.88,HELABA,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
HBCA1YEUAM=R,1Y,9.06,HSBC BNK,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
HBCA1YEUSM=R,1Y,10.06,HSBC BNK,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
HSBA1YEUAM=R,1Y,12.56,HSBC HLDG,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
HSBA1YEUSM=R,1Y,17.56,HSBC HLDG,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
IKB1YEUAM=R,1Y,85.36,IKB,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
IKB1YEUSM=R,1Y,189.1,IKB,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Financials,Europe & Central Asia
INGB1YEUAM=R,1Y,10.56,ING BANK NL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
INGB1YEUSM=R,1Y,26.72,ING BANK NL,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BCIN1YEUAM=R,1Y,81.01,INTESA SANPAOLO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BCIN1YEUSM=R,1Y,152.16,INTESA SANPAOLO,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
ISBT1YUSAC=R,1Y,678.83,IS BANK,USD,SNRFOR,Cum-Restruct14,B,(40-49),Financials,Europe & Central Asia
KBCA1YEUAM=R,1Y,6.55,KBC BANK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LBBW1YEUAM=R,1Y,18.31,LBBW,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LBBW1YEUSM=R,1Y,98.21,LBBW,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
LLTS1YEUAM=R,1Y,7.06,LLOYDS BANK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LLTS1YEUSM=R,1Y,15.07,LLOYDS BANK,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
LLOY1YEUAM=R,1Y,12.26,LLOYDS BANK UK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
LLOY1YEUSM=R,1Y,17.56,LLOYDS BANK UK,EUR,SUBLT2,M-Mod Restruct14,BBB,(30-39),Financials,Europe & Central Asia
MASB1YUSAC=R,1Y,45.59,MASHREQBANK,USD,SNRFOR,Cum-Restruct14,A,(0-29),Financials,Middle East & North Africa
MASB1YUSSC=R,1Y,110.59,MASHREQBANK,USD,SUBLT2,Cum-Restruct14,A,(0-29),Financials,Middle East & North Africa
MDBI1YEUAM=R,1Y,75.04,MEDIOBANCA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
MDBI1YEUSM=R,1Y,164.88,MEDIOBANCA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
BMPS1YEUAL=R,1Y,215.39,MONTE DEI PASCHI,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Financials,Europe & Central Asia
BMPS1YEUAM=R,1Y,215.39,MONTE DEI PASCHI,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Financials,Europe & Central Asia
BMPS1YEUSL=R,1Y,349.48,MONTE DEI PASCHI,EUR,SUBLT2,M-Mod Restruct14,B,(30-39),Financials,Europe & Central Asia
NWB1YEUAM=R,1Y,6.46,NAT WEST,EUR,SNRFOR,M-Mod Restruct14,A,(50-89),Financials,Europe & Central Asia
NWB1YEUSM=R,1Y,11.76,NAT WEST,EUR,SUBLT2,M-Mod Restruct14,A,(30-39),Financials,Europe & Central Asia
NOLB1YEUAM=R,1Y,53.96,NORDDEUT LAND,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
NDA1YEUAM=R,1Y,5.38,NORDEA BK,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
NDA1YEUSM=R,1Y,30.41,NORDEA BK,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
RBSR1YEUAM=R,1Y,18.59,NWM PLC,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
RBSR1YEUSM=R,1Y,20.05,NWM PLC,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
ALT1YEUAM=R,1Y,7.61,ALTADIS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
BATS1YEUAM=R,1Y,10.79,BRIT AM TOBACCO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CARA1YEUAM=R,1Y,5.17,CARLSBERG BREWS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
DANO1YEUAM=R,1Y,4.56,DANONE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
DIAG1YEUAM=R,1Y,7.69,DIAGEO,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
HEIN1YEUAM=R,1Y,6.52,HEINEKEN NL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
SCTN1YEUAM=R,1Y,55.36,HEINEKEN UK,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
IMT1YEUAM=R,1Y,12.18,IMPERIAL BRANDS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
LORE1YEUAM=R,1Y,67.84,LOREAL,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
AKHF1YEUAM=R,1Y,18.95,LOUIS DRYFS COM,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
NESN1YEUAM=R,1Y,5.06,NESTLE,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
PERP1YEUAM=R,1Y,6.36,PERNOD RICARD,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
SZUG1YEUAM=R,1Y,22.9,SUEDZUCKER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
SWMA1YEUAM=R,1Y,13.81,SWEDISH MATCH,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
TSCO1YEUAM=R,1Y,11.69,TESCO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
ULVR1YEUAM=R,1Y,5.86,UNILEV,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
UN1YEUAM=R,1Y,5.86,UNILEVER NV,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
BP1YEUAM=R,1Y,6.91,BP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Energy,Europe & Central Asia
GDF1YEUAM=R,1Y,12.48,ENGIE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
ENI1YEUAM=R,1Y,14.14,ENI,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Energy,Europe & Central Asia
STL1YEUAM=R,1Y,5.2,EQUINOR,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Energy,Europe & Central Asia
GAZC1YUSAC=R,1Y,126.86,GAZPROM,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Energy,Europe & Central Asia
REP1YEUAM=R,1Y,8.88,REPSOL,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Energy,Europe & Central Asia
REP1YEUSM=R,1Y,8.88,REPSOL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Energy,Europe & Central Asia
SOLJ1YUSAC=R,1Y,102.52,SASOL,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Energy, Sub-Saharan Africa
RDS1YEUAM=R,1Y,6.06,SHELL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Energy,Europe & Central Asia
TOTF1YEUAM=R,1Y,5.41,TOTAL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Energy,Europe & Central Asia
NGAA1YEUAM=R,1Y,12.96,NATIONL GRD GAS,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
AIRL1YEUAM=R,1Y,6.11,AIR LIQUIDE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
AERM1YEUAM=R,1Y,11.11,AIRBUS NL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Industrials,Europe & Central Asia
AKZO1YEUAM=R,1Y,8.46,AKZO NOBEL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
ANGJ1YUSAC=R,1Y,97.03,ANGLOGOLD ASHNTI,USD,SNRFOR,Cum-Restruct14,BB,(40-49),Basic Materials, Sub-Saharan Africa
ISPC1YEUAM=R,1Y,20.41,ARCELORMITTAL FR,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
ASSA1YEUAM=R,1Y,13.74,ASSA ABLOY,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
ATCO1YEUAM=R,1Y,11.99,ATLAS COPCO,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Industrials,Europe & Central Asia
BAXX1YEUAM=R,1Y,13.3,BAE SYSTEMS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
COGB1YEUAM=R,1Y,7.65,BASF PERSONAL,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
BASP1YEUAM=R,1Y,9.4,BASF SCHWEIZ,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
BASF1YEUAM=R,1Y,6.66,BASF SE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
BMWG1YEUAM=R,1Y,10.06,BMW,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
BOUY1YEUAM=R,1Y,10.05,BOUYGUES,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
SCA1YEUAM=R,1Y,12.44,CELLULOSA SCA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
SGOB1YEUAM=R,1Y,12.68,CIE SAINT GOBAIN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CLN1YEUAM=R,1Y,11.42,CLARIANT,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
CONG1YEUAM=R,1Y,10.26,CONTINENT,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CS1YEUAM=R,1Y,138,CORUS GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
DCX1YEUAM=R,1Y,16.78,DAIMLER,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
ELEL1YEUAM=R,1Y,8.61,ELECTROLUX,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
DGXG1YEUAM=R,1Y,22.72,EVONIK DEGUSSA,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
HKA1YEUAC=R,1Y,240.23,EVRAZ GROUP,EUR,SNRFOR,Cum-Restruct14,BB,(0-29),Basic Materials,Europe & Central Asia
HKA1YUSAC=R,1Y,240.23,EVRAZ GROUP,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Basic Materials,Europe & Central Asia
FIA1YEUAM=R,1Y,91.21,FIAT,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
FI1YEUAM=R,1Y,36.53,FIAT INDL,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
GLEB1YEUAM=R,1Y,33.25,GLENCORE INTL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Energy,Europe & Central Asia
HNS1YEUAM=R,1Y,15.05,HANSON,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
HEIG1YEUAM=R,1Y,14.39,HEIDELBERGCEMNT,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Basic Materials,Europe & Central Asia
HNKG1YEUAM=R,1Y,5.79,HENKEL AG,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
HOTG1YEUAM=R,1Y,20.59,HOCHTIEF,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
ICI1YEUAM=R,1Y,13.51,ICI,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
ISYS1YEUAM=R,1Y,11.63,INVENSYS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
PHG1YEUAM=R,1Y,6.19,PHILIPS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
HOLN1YEUAM=R,1Y,20.24,LAFARGEHOLCIM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
LAGA1YEUAM=R,1Y,120.92,LAGARDERE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
LXSG1YEUAM=R,1Y,8.42,LANXESS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
SIFI1YEUAM=R,1Y,25.86,LEONARDO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Industrials,Europe & Central Asia
LING1YEUAM=R,1Y,3.78,LINDE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
LOXA1YEUSM=R,1Y,26.56,LOXAM,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Industrials,Europe & Central Asia
LVMH1YEUAM=R,1Y,4.46,LVMH,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
MRLB1YEUAM=R,1Y,9.31,METSA BOARD,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Basic Materials,Europe & Central Asia
MICP1YEUAM=R,1Y,7.37,MICHELIN,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
MICP1YEUSM=R,1Y,11.05,MICHELIN,EUR,SUBLT2,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
MICB1YEUAM=R,1Y,8.91,MICHELIN FIN,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
PEUP1YEUAM=R,1Y,15.93,PEUGEOT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
PILK1YEUAM=R,1Y,100.22,PILKINGTON GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
PIRI1YEUAM=R,1Y,192.64,PIRELLI,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ABUU1YUSAC=R,1Y,22.9,ABU DHABI,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Government,Middle East & North Africa
DUBA1YUSAC=R,1Y,35.59,DUBAI,USD,SNRFOR,Cum-Restruct14,NR,(0-29),Government,Middle East & North Africa
LAZI1YEUAB=R,1Y,137.54,LAZIO,EUR,SNRFOR,Cum-Restruct14,BB,(40-49),Government,Europe & Central Asia
ABIB1YEUAM=R,1Y,17.6,AB INBEV,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
AEGN1YEUAM=R,1Y,14.06,AEGON,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
AEGN1YEUSM=R,1Y,26.28,AEGON,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
AGSX1YEUAM=R,1Y,46.52,AGUAS BARCELONA,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
AIRF1YEUAM=R,1Y,31.92,AIR FRANCE KLM,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ALVG1YEUAM=R,1Y,4.55,ALLIANZ,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
ALVG1YEUSM=R,1Y,16.74,ALLIANZ,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
BOOT1YEUAM=R,1Y,70.14,ALNCE BOOTS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
ALSO1YEUAM=R,1Y,3.27,ALSTOM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
ATIJ1YEUAM=R,1Y,103.3,ALTICE FINCO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Telecommunications Services,Europe & Central Asia
