RICS,Term,Prices/Upfronts,Name,Currency,Rank,Doc Clause,Cal final,recovery rate,TRBC Economic Sector Name,Region
AAL20YEUAM=R,20Y,266.48,ANGLO AMERICAN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
ISPJ20YEUAM=R,20Y,242.45,ARCELORMITTA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Basic Materials,Europe & Central Asia
CELB20YEUAM=R,20Y,157.54,ARCELORMITTAL FN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
ARDA20YEUAM=R,20Y,395.51,ARDAGH PACKAGING,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
AUTS20YEUAM=R,20Y,255.34,ATLANTIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
AV20YEUAM=R,20Y,107.76,AVIVA GB,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
AV20YEUSM=R,20Y,185.06,AVIVA GB,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
AXAF20YEUAM=R,20Y,84.44,AXA SA,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
AXAF20YEUSM=R,20Y,160.39,AXA SA,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
BNSI20YEUAM=R,20Y,182.79,BENI STABILI,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
BOC20YEUAM=R,20Y,42.37,BOC GROP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
BOPA20YEUAM=R,20Y,651.64,BOPARAN FINANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
BPB20YEUAM=R,20Y,55.4,BPB,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
BGYH20YEUAM=R,20Y,137.82,BRTSH ENRY BOND,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
BREG20YEUSM=R,20Y,239.79,CARE UK SOCIAL,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Government,Europe & Central Asia
CNAX20YEUAM=R,20Y,131.46,CENTRICA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
CNAX20YEUSM=R,20Y,197.19,CENTRICA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
ACE20YUSAX=R,20Y,53.57,CHUBB LTD CH,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,Europe & Central Asia
CIRX20YEUAM=R,20Y,129.6,CIR,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
CITA20YUSAR=R,20Y,144.27,CITADEL FINANCE,USD,SNRFOR,Mod-Restruct14,NR,(40-49),Financials,Europe & Central Asia
CNHI20YEUAM=R,20Y,156.92,CNH INDUSTRIAL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
COVE20YEUAM=R,20Y,229.41,COVENTRY BLDG,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
DPWG20YEUAM=R,20Y,52.05,DEUTSCHE POST,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
DRYM20YEUAM=R,20Y,148.65,DRY MIX SOLUTION,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EDPP20YEUAM=R,20Y,184.1,EDP FINANCE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ELEZ20YEUAM=R,20Y,78.15,EILEME 2,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EKSP20YEUAM=R,20Y,448.34,EKSPORTFINANS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
ESKB20YUSAC=R,20Y,546.25,ESKOM,USD,SNRFOR,Cum-Restruct14,CCC,(0-29),Utilities, Sub-Saharan Africa
EXPB20YEUAM=R,20Y,80.1,EXPERIAN FINANCE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
FCEB20YEUAM=R,20Y,156.86,FCE BANK,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Financials,Europe & Central Asia
FCAU20YEUAM=R,20Y,248.11,FIAT CHRYSLER,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
UVER20YEUSM=R,20Y,70.46,FINANCIERE QUICK,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Consumer Cyclicals,Europe & Central Asia
GALS20YEUAM=R,20Y,185.44,GALP ENERGIA,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Energy,Europe & Central Asia
GFCP20YEUAM=R,20Y,119.25,GECINA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
GASI20YEUAM=R,20Y,143.05,GENERALI,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
GKN20YEUAM=R,20Y,100.08,GKN,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
GKNH20YEUAM=R,20Y,209.54,GKN HOLDINGS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
HMSO20YEUAM=R,20Y,158.26,HAMMERSON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
HNRG20YEUAM=R,20Y,61.37,HANNOVER RUECK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
HNRG20YEUSM=R,20Y,155.6,HANNOVER RUECK,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
HBOS20YEUSM=R,20Y,135.25,HBOS,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
HEMB20YEUAM=R,20Y,645.62,HEMA BONDCO I,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
TTFR20YEUAM=R,20Y,484.3,ICELAND BONDCO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
INEO20YEUAM=R,20Y,52.21,INEOS GR HLD,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Basic Materials,Europe & Central Asia
INEV20YEUAM=R,20Y,427.42,INEOS GROUP HLDG,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Basic Materials,Europe & Central Asia
IFXA20YEUSM=R,20Y,187.44,INFINEON TECH HG,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Financials,Europe & Central Asia
ING20YEUAM=R,20Y,104.15,ING GROEP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
INVE20YEUAM=R,20Y,98.62,INVESTR,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
FSFN20YEUSM=R,20Y,133.13,ISS DK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Industrials,Europe & Central Asia
ISSA20YEUAM=R,20Y,180.46,ISS GLOBAL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
JPTB20YEUAM=R,20Y,55.44,JTI UK FINANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
KEL20YEUAM=R,20Y,125.98,KELDA GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
LOIM20YEUAM=R,20Y,117.86,KLEPIERRE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
DSMN20YEUAM=R,20Y,76.78,KONINKLIJKE DSM,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Basic Materials,Europe & Central Asia
LAFP20YEUAM=R,20Y,77.33,LAFARGE,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Basic Materials,Europe & Central Asia
LGEN20YEUAM=R,20Y,97.92,LEGAL GENERAL,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LGEN20YEUSM=R,20Y,153.61,LEGAL GENERAL,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
FERC20YEUAM=R,20Y,151.34,LHR AIRPORTS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
SOLY20YEUAM=R,20Y,123.23,LLOYDS OF LONDON,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
LOKO20YEUAM=R,20Y,69.01,LOCK LOWER,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
EMG20YEUAM=R,20Y,168.14,MAN STR HLDG,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
EMG20YEUSM=R,20Y,266.07,MAN STR HLDG,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Financials,Europe & Central Asia
MEOA20YEUAM=R,20Y,153.48,METSO,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
CBRY20YEUAM=R,20Y,44.6,MONDELEZ UK,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
MOAI20YEUAM=R,20Y,445.98,MONITCHEM HCO 3,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Financials,Europe & Central Asia
MUDF20YUSAC=R,20Y,126.33,MUBADALA,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Financials,Middle East & North Africa
MUVG20YEUAM=R,20Y,60.38,MUNICH RE GROUP,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Financials,Europe & Central Asia
MUVG20YEUSM=R,20Y,151.17,MUNICH RE GROUP,EUR,SUBLT2,M-Mod Restruct14,AA,(0-29),Financials,Europe & Central Asia
VNU20YEUAM=R,20Y,124.96,NIELSEN CO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
INBL20YEUAM=R,20Y,69.28,NN GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Financials,Europe & Central Asia
NVAF20YEUAM=R,20Y,484.84,NOVAFIVES,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Financials,Europe & Central Asia
NATW20YEUAM=R,20Y,78.41,NTNWDE BULDG SOC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Financials,Europe & Central Asia
NATW20YEUSM=R,20Y,168.7,NTNWDE BULDG SOC,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Financials,Europe & Central Asia
NXP20YEUAM=R,20Y,180.34,NXP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Technology,Europe & Central Asia
EDF20YEUAM=R,20Y,127.62,E.D.F.,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EDF20YEUSM=R,20Y,191.43,E.D.F.,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
EONG20YEUAM=R,20Y,106.35,E.ON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDN20YEUAM=R,20Y,106.19,EDISON IT,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EDP20YEUAM=R,20Y,153.3,EDP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
EBKG20YEUAM=R,20Y,78.94,ENBW ENERGIE,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
EBKG20YEUSM=R,20Y,118.42,ENBW ENERGIE,EUR,SUBLT2,M-Mod Restruct14,A,(0-29),Utilities,Europe & Central Asia
ELE20YEUAM=R,20Y,107.23,ENDESA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ENEI20YEUAM=R,20Y,176.44,ENEL,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ENEI20YEUSM=R,20Y,264.66,ENEL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
FUMC20YEUAM=R,20Y,95.65,FORTUM OYJ,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
IBE20YEUAM=R,20Y,124.57,IBERDROLA,EUR,SNRFOR,M-Mod Restruct14,BBB,(30-39),Utilities,Europe & Central Asia
ISEA20YUSAC=R,20Y,135.28,IEC,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Utilities,Middle East & North Africa
NTGR20YEUAM=R,20Y,100.44,NATIONAL GRID,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
NATG20YEUAM=R,20Y,46.98,NTNL GRID ELEC,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Utilities,Europe & Central Asia
RWEG20YEUAM=R,20Y,126.78,RWE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
RWEG20YEUSM=R,20Y,190.17,RWE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
SSEN20YEUAM=R,20Y,110.19,SSE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
SSEN20YEUSM=R,20Y,165.29,SSE,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
VATB20YEUAM=R,20Y,116.55,VATTENFALL,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
VATB20YEUSM=R,20Y,174.82,VATTENFALL,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Utilities,Europe & Central Asia
MDPC20YEUAM=R,20Y,165.57,YORKSHIRE POWER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Utilities,Europe & Central Asia
ATGV20YUSAC=R,20Y,35.42,AUSTRIA,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BEGV20YUSAC=R,20Y,46.71,BELGIUM,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
BGGV20YUSAC=R,20Y,116.85,BULGARIA,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
HRGV20YUSAC=R,20Y,169.89,CROATIA,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Europe & Central Asia
CYGV20YUSAC=R,20Y,178.98,CYPRUS,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
CZGV20YUSAC=R,20Y,64.08,CZECH REPUBLIC,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
DKGV20YUSAC=R,20Y,29.56,DENMARK,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
EGGV20YUSAC=R,20Y,412.71,EGYPT,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
EEGV20YUSAC=R,20Y,87.1,ESTONIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
FIGV20YUSAC=R,20Y,33.25,FINLAND,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
FRGV20YUSAC=R,20Y,52,FRANCE,USD,SNRFOR,Cum-Restruct14,AA,(30-39),Government,Europe & Central Asia
DEGV20YUSAC=R,20Y,26.35,GERMANY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
GRGV20YUSAC=R,20Y,432.92,GREECE,USD,SNRFOR,Cum-Restruct14,B,(40-49),Government,Europe & Central Asia
HUGV20YUSAC=R,20Y,129.13,HUNGARY,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
IEGV20YUSAC=R,20Y,61.61,IRELAND,USD,SNRFOR,Cum-Restruct14,A,(30-39),Government,Europe & Central Asia
ILGV20YUSAC=R,20Y,114.21,ISRAEL,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Middle East & North Africa
ITGV20YUSAC=R,20Y,257.67,ITALY,USD,SNRFOR,Cum-Restruct14,BBB,(30-39),Government,Europe & Central Asia
KZGV20YUSAC=R,20Y,157.42,KAZAKHSTAN,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
KWGV20YUSAC=R,20Y,139.03,KUWAIT,USD,SNRFOR,Cum-Restruct14,AA,(0-29),Government,Middle East & North Africa
LVGV20YUSAC=R,20Y,104.7,LATVIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
LBGV20YUSAC=R,20Y,693.9,LEBANON,USD,SNRFOR,Cum-Restruct14,B,(0-29),Government,Middle East & North Africa
LTGV20YUSAC=R,20Y,119.55,LITHUANIA,USD,SNRFOR,Cum-Restruct14,A,(0-29),Government,Europe & Central Asia
MAGV20YUSAC=R,20Y,158.57,MOROCCO,USD,SNRFOR,Cum-Restruct14,BB,(0-29),Government,Middle East & North Africa
NLGV20YUSAC=R,20Y,30.05,NETHERLANDS,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
NOGV20YUSAC=R,20Y,29.56,NORWAY,USD,SNRFOR,Cum-Restruct14,AAA,(30-39),Government,Europe & Central Asia
PLGV20YUSAC=R,20Y,118.72,POLAND,USD,SNRFOR,Cum-Restruct14,BBB,(0-29),Government,Europe & Central Asia
PTGV20YUSAC=R,20Y,145.01,PORTUGAL,USD,SNRFOR,Cum-Restruct14,BB,(30-39),Government,Europe & Central Asia
ACCP20YEUAM=R,20Y,108.81,ACCOR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ADSG20YEUAM=R,20Y,94.91,ADIDAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
AHO20YEUAM=R,20Y,81.51,AHOLD DELHAIZE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
AWGA20YEUAM=R,20Y,163.53,ANGLIAN WATER SE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Utilities,Europe & Central Asia
AZN20YEUAM=R,20Y,77.27,ASTRAZENECA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
STFA20YEUAM=R,20Y,134.48,AUCHAN HOLDING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
BAYG20YEUAM=R,20Y,105.28,BAYER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
BAYG20YEUSM=R,20Y,157.92,BAYER,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
BTGG20YEUAM=R,20Y,71.44,BERTELSMANN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
BTGG20YEUSM=R,20Y,107.16,BERTELSMANN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Consumer Cyclicals,Europe & Central Asia
BRIS20YEUAM=R,20Y,172.72,BRISA AUTO,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
BRIP20YEUAM=R,20Y,172.72,BRISA CONCES,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ITVC20YEUAM=R,20Y,151.73,CARLTON COMM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CARR20YEUAM=R,20Y,145.02,CARREFOUR,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP20YEUAM=R,20Y,579.03,CASINO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Non-Cyclicals,Europe & Central Asia
CASP20YEUSM=R,20Y,896.83,CASINO,EUR,SUBLT2,M-Mod Restruct14,BB,(0-29),Consumer Non-Cyclicals,Europe & Central Asia
METB20YEUAM=R,20Y,173.73,CECONOMY,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
CEVT20YEUSM=R,20Y,370.89,CERVEDGROUP,EUR,SUBLT2,M-Mod Restruct14,NR,(0-29),Industrials,Europe & Central Asia
COLD20YEUAM=R,20Y,147.81,COLT TECHNO,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
CPG20YEUAM=R,20Y,71.29,COMPASS GROUP,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Consumer Cyclicals,Europe & Central Asia
DMGO20YEUAM=R,20Y,308.92,DMGT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
EMI20YEUAM=R,20Y,193.56,EMI GROUP,EUR,SNRFOR,M-Mod Restruct14,NR,(50-89),Consumer Cyclicals,Europe & Central Asia
VOWC20YEUAM=R,20Y,383.74,EUROPCAR MOBILIT,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Industrials,Europe & Central Asia
FREG20YEUAM=R,20Y,109.61,FRESENIUS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
GSK20YEUAM=R,20Y,59.75,GSK,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
FINO20YEUAM=R,20Y,105.54,HAVAS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
ITV20YEUAM=R,20Y,180.6,ITV,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PRTP20YEUAM=R,20Y,71.33,KERING,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
KGF20YEUAM=R,20Y,107.21,KINGFISHER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
LADX20YEUAM=R,20Y,242.78,LADBROKES CORAL,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKS20YEUAM=R,20Y,219.41,M&S,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
MKSA20YEUAM=R,20Y,219.41,MARKS&SPENCER,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
SOL20YEUAM=R,20Y,92.57,MELIA HOTELS,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
MRCG20YEUAM=R,20Y,49.73,MERCK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Healthcare,Europe & Central Asia
MRCG20YEUSM=R,20Y,74.59,MERCK,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Healthcare,Europe & Central Asia
NXT20YEUAM=R,20Y,183.41,NEXT UK,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
NOVB20YEUAM=R,20Y,40.14,NOVARTIS,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Healthcare,Europe & Central Asia
PSON20YEUAM=R,20Y,112.38,PEARSON,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
PSMG20YEUAM=R,20Y,156.68,PROSIEBENSAT1,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Consumer Cyclicals,Europe & Central Asia
PUBP20YEUAM=R,20Y,121.98,PUBLICIS GROUPE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Consumer Cyclicals,Europe & Central Asia
ALCA20YEUAM=R,20Y,63.83,ALCATEL LUCENT,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Technology,Europe & Central Asia
BTCO20YEUAM=R,20Y,141.03,BRITISH TELE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
CW20YEUAM=R,20Y,248.03,CABLE & WIRELS,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
DTA20YEUAM=R,20Y,80.11,DEUTSCHE TELEKOM,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
ERIC20YEUAM=R,20Y,186.54,ERICSSON,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
FTE20YEUAM=R,20Y,92.97,ORANGE,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
OTE20YEUAM=R,20Y,215.45,OTE TELECOM,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
KPN20YEUAM=R,20Y,132.54,KPN,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
KPN20YEUSM=R,20Y,198.82,KPN,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
NOKA20YEUAM=R,20Y,178.54,NOKIA,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Technology,Europe & Central Asia
SCMN20YEUAM=R,20Y,74.06,SWISSCOM,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
TDC20YEUAM=R,20Y,303.2,TDC,EUR,SNRFOR,M-Mod Restruct14,B,(40-49),Telecommunications Services,Europe & Central Asia
TLIT20YEUAM=R,20Y,317.95,TELECOM IT,EUR,SNRFOR,M-Mod Restruct14,BB,(40-49),Telecommunications Services,Europe & Central Asia
TEF20YEUAM=R,20Y,177.63,TELEFONICA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TEF20YEUSM=R,20Y,266.45,TELEFONICA,EUR,SUBLT2,M-Mod Restruct14,BBB,(0-29),Telecommunications Services,Europe & Central Asia
TELA20YEUAM=R,20Y,73.38,TELEKOM AUSTRIA,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
TLSN20YEUAM=R,20Y,80.59,TELIA COMPANY,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Telecommunications Services,Europe & Central Asia
VOD20YEUAM=R,20Y,131.58,VODAFONE GROUP,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Telecommunications Services,Europe & Central Asia
AIRS20YEUAM=R,20Y,136.5,AIR FRANCE,EUR,SNRFOR,M-Mod Restruct14,NR,(40-49),Industrials,Europe & Central Asia
ASFF20YEUAM=R,20Y,106.34,ASF,EUR,SNRFOR,M-Mod Restruct14,A,(40-49),Industrials,Europe & Central Asia
BAY20YEUAM=R,20Y,144.4,BRITISH AIRWAYS,EUR,SNRFOR,M-Mod Restruct14,BBB,(40-49),Industrials,Europe & Central Asia
DBAH20YEUAM=R,20Y,42.59,DEUTSCHE BAHN,EUR,SNRFOR,M-Mod Restruct14,AA,(40-49),Industrials,Europe & Central Asia
